Number: 1 371;No;Name;TypeNo;VolVehPrT(AP);SS,VolVehPrT(AP);VolVeh_nad 3,5 t (AP);SS,VolVeh_nad 3,5 t (AP);WKTPolyWGS84
510;3108;;81;845;2149;37;34;LINESTRING(14.6277 50.0516,14.6280 50.0511,14.6283 50.0506,14.6283 50.0503,14.6282 50.0500,14.6279 50.0495,14.6277 50.0491,14.6276 50.0486,14.6276 50.0483,14.6274 50.0476,14.6273 50.0465,14.6271 50.0455,14.6271 50.0450,14.6272 50.0444,14.6275 50.0439,14.6278 50.0434,14.6281 50.0431,14.6281 50.0428,14.6281 50.0425,14.6280 50.0420,14.6278 50.0417,14.6273 50.0414)
511;3109;;81;2261;2870;37;34;LINESTRING(14.6277 50.0516,14.6246 50.0523)
512;3110;POD JANKOVEM;81;4941;6534;107;233;LINESTRING(14.6246 50.0523,14.6241 50.0519,14.6235 50.0515,14.6230 50.0510,14.6224 50.0505,14.6220 50.0502,14.6214 50.0500,14.6210 50.0498,14.6204 50.0495,14.6199 50.0493,14.6196 50.0490,14.6194 50.0487,14.6190 50.0484,14.6187 50.0482,14.6184 50.0480)
513;3111;POD JANKOVEM;81;3154;8722;80;264;LINESTRING(14.6286 50.0624,14.6284 50.0621,14.6266 50.0596,14.6252 50.0573,14.6256 50.0559,14.6256 50.0547,14.6255 50.0538,14.6251 50.0529,14.6246 50.0523)
514;3112;PODZAMECKA;81;945;6072;10;109;LINESTRING(14.6451 50.0600,14.6405 50.0603)
515;3120;;82;3764;;107;;LINESTRING(14.6312 50.1180,14.6329 50.1191,14.6334 50.1193,14.6339 50.1196,14.6342 50.1196,14.6344 50.1196,14.6350 50.1198,14.6352 50.1201,14.6353 50.1205,14.6354 50.1207,14.6354 50.1209,14.6354 50.1213,14.6353 50.1215,14.6352 50.1218,14.6352 50.1220,14.6352 50.1226)
516;3121;;82;2604;2186;40;61;LINESTRING(14.6352 50.1226,14.6354 50.1227,14.6359 50.1229,14.6369 50.1231,14.6380 50.1232,14.6385 50.1235,14.6389 50.1237,14.6394 50.1239)
517;3122;;81;8205;3182;122;65;LINESTRING(14.6027 50.1179,14.6026 50.1212)
518;3123;;81;7811;6285;251;93;LINESTRING(14.6035 50.1245,14.6026 50.1212)
519;3285;;83;2340;5508;78;76;LINESTRING(14.5776 50.0332,14.5766 50.0337,14.5741 50.0352,14.5731 50.0358,14.5723 50.0362,14.5717 50.0366)
520;3286;;83;1857;5416;78;76;LINESTRING(14.5776 50.0332,14.5775 50.0323,14.5777 50.0317,14.5781 50.0312)
521;3316;PODEBRADSKA;72;31731;28694;745;516;LINESTRING(14.5313 50.1049,14.5349 50.1058)
522;3320;BROUMARSKA;75;16916;15476;1012;444;LINESTRING(14.5469 50.0942,14.5472 50.0895)
523;3415;;81;1447;2317;116;103;LINESTRING(14.4622 50.0439,14.4624 50.0439,14.4638 50.0445,14.4638 50.0445)
524;3419;NA CHODOVCI;99;4791;4295;175;190;LINESTRING(14.4826 50.0485,14.4818 50.0486)
525;3421;SVEHLOVA;72;22752;19234;416;854;LINESTRING(14.5072 50.0602,14.5071 50.0603,14.5041 50.0609)
526;3550;PODEBRADSKA;72;15275;11541;472;119;LINESTRING(14.5453 50.1067,14.5495 50.1069,14.5499 50.1070,14.5505 50.1071,14.5512 50.1072,14.5519 50.1072,14.5522 50.1072,14.5524 50.1071)
527;3589;;98;3842;1874;293;150;LINESTRING(14.4866 50.0411,14.4866 50.0411,14.4866 50.0409,14.4866 50.0409,14.4866 50.0407)
528;3618;STAROKOLIN.;74;6466;16697;233;768;LINESTRING(14.6594 50.0764,14.6477 50.0785)
529;3625;KUTNOHORSKA;74;10433;21695;844;2291;LINESTRING(14.5635 50.0550,14.5626 50.0558,14.5619 50.0569)
530;3646;PRUMYSLOVA;72;12329;14916;566;820;LINESTRING(14.5363 50.0622,14.5360 50.0584)
531;3649;;75;12282;11112;598;363;LINESTRING(14.4838 50.0462,14.4858 50.0468)
532;3650;NA CHODOVCI;75;8544;7878;356;378;LINESTRING(14.4858 50.0468,14.4850 50.0471,14.4846 50.0472,14.4840 50.0475,14.4835 50.0478,14.4831 50.0481,14.4826 50.0485)
533;3654;RYSAVEHO;72;21147;17657;331;484;LINESTRING(14.4791 50.0382,14.4793 50.0384,14.4795 50.0386,14.4797 50.0387,14.4799 50.0389,14.4804 50.0391,14.4810 50.0393,14.4815 50.0395)
534;3681;;82;6823;6717;169;114;LINESTRING(14.5877 50.1069,14.5892 50.1071,14.5900 50.1070,14.5907 50.1069,14.5912 50.1077,14.5910 50.1081,14.5908 50.1087,14.5913 50.1102)
535;3682;;81;6924;7019;178;65;LINESTRING(14.5913 50.1102,14.5911 50.1106,14.5906 50.1113)
536;3696;;98;559;1299;11;19;LINESTRING(14.5903 50.1033,14.5902 50.1023,14.5900 50.1016,14.5895 50.1010,14.5889 50.1007,14.5874 50.1004)
537;3708;NOVOPACKA;16;70238;61514;8728;7046;LINESTRING(14.6245 50.1283,14.6285 50.1299)
538;3911;LESANSKA;75;9619;8728;313;239;LINESTRING(14.4838 50.0462,14.4854 50.0451,14.4861 50.0446,14.4866 50.0441,14.4879 50.0428)
539;4233;KOLBENOVA;75;20276;18080;1656;902;LINESTRING(14.5434 50.1087,14.5461 50.1086,14.5473 50.1084)
540;4237;PODEBRADSKA;72;36065;29429;1045;1005;LINESTRING(14.5280 50.1042,14.5313 50.1049)
541;4277;;81;2719;2653;61;53;LINESTRING(14.5493 50.1033,14.5487 50.1031,14.5481 50.1031,14.5478 50.1031,14.5475 50.1033,14.5470 50.1046,14.5466 50.1051,14.5441 50.1058)
542;4333;;81;15892;16542;1487;906;LINESTRING(14.5644 50.1200,14.5667 50.1235)
543;4339;;81;1999;1863;130;143;LINESTRING(14.5632 50.0902,14.5633 50.0900,14.5631 50.0894,14.5630 50.0890,14.5630 50.0886)
544;4342;;81;1658;1102;96;149;LINESTRING(14.5382 50.0828,14.5444 50.0827)
545;4374;HORNOMECHOL.;75;12859;11474;197;373;LINESTRING(14.5432 50.0487,14.5427 50.0488,14.5420 50.0490,14.5411 50.0492,14.5401 50.0495,14.5392 50.0497,14.5383 50.0500,14.5374 50.0503,14.5365 50.0509,14.5357 50.0513,14.5351 50.0515)
546;4382;V KORYTECH;75;21493;16451;627;397;LINESTRING(14.4932 50.0649,14.4939 50.0645,14.4940 50.0643,14.4941 50.0640,14.4942 50.0638,14.4943 50.0637,14.4944 50.0634,14.4943 50.0629,14.4943 50.0627)
547;4384;;82;3770;2736;276;300;LINESTRING(14.4695 50.0614,14.4712 50.0616)
548;4428;K SEBEROVU;75;14054;14130;234;177;LINESTRING(14.5188 49.9948,14.5185 49.9952,14.5179 49.9963,14.5176 49.9971,14.5175 49.9974)
549;4486;VE ZLIBKU;75;12728;12940;1508;1536;LINESTRING(14.6244 50.1224,14.6241 50.1232,14.6230 50.1253)
550;4492;DO RICAN;81;7277;9459;116;165;LINESTRING(14.6036 50.0782,14.6027 50.0751,14.5997 50.0666,14.5995 50.0664,14.5992 50.0662,14.5978 50.0657,14.5966 50.0654,14.5950 50.0650)
551;4516;K HORKAM;74;21427;22960;628;651;LINESTRING(14.5137 50.0424,14.5131 50.0422,14.5126 50.0419,14.5122 50.0415,14.5117 50.0411,14.5114 50.0408)
552;4558;;81;5632;4404;51;39;LINESTRING(14.5824 50.0886,14.5842 50.0896,14.5847 50.0901,14.5854 50.0906)
553;4576;;81;3915;5119;253;115;LINESTRING(14.6035 50.1245,14.5943 50.1230,14.5918 50.1228,14.5888 50.1228,14.5865 50.1231,14.5849 50.1231,14.5836 50.1229)
554;4585;KUNR.SPOJKA;75;21208;14077;1292;368;LINESTRING(14.4849 49.9987,14.4838 49.9985,14.4815 49.9984,14.4797 49.9983,14.4776 49.9983,14.4761 49.9983)
555;4604;;99;2275;2512;36;18;LINESTRING(14.4704 50.0417,14.4703 50.0416,14.4700 50.0415,14.4697 50.0415,14.4693 50.0413)
556;4605;;97;25276;22069;1175;1319;LINESTRING(14.4701 50.0411,14.4703 50.0410,14.4704 50.0407)
557;4606;;99;3632;4500;240;231;LINESTRING(14.4704 50.0417,14.4703 50.0416,14.4701 50.0415,14.4701 50.0414,14.4701 50.0413,14.4701 50.0411)
558;4639;;96;4931;4485;236;176;LINESTRING(14.4785 50.0509,14.4790 50.0509,14.4794 50.0508,14.4796 50.0506,14.4797 50.0504,14.4795 50.0502,14.4793 50.0501,14.4790 50.0500)
559;4659;D1;11;107652;111309;5524;17047;LINESTRING(14.5510 50.0081,14.5624 50.0061)
560;4666;VIDENSKA;27;22281;25713;2267;1665;LINESTRING(14.4904 49.9910,14.4886 49.9935)
561;4669;;29;15780;11322;1746;1357;LINESTRING(14.5403 49.9708,14.5450 49.9717,14.5462 49.9721,14.5515 49.9749)
562;4671;;27;11379;7866;1899;1139;LINESTRING(14.5888 49.9749,14.5926 49.9759,14.5957 49.9757,14.6002 49.9750)
563;4677;;29;5333;10059;87;869;LINESTRING(14.5148 49.9675,14.5179 49.9655)
564;4690;;29;25038;22483;2356;1518;LINESTRING(14.5209 49.9636,14.5252 49.9610)
565;4876;D11;11;67394;61576;11389;11910;LINESTRING(14.6584 50.1138,14.6623 50.1151,14.6695 50.1176,14.6723 50.1187,14.6782 50.1201,14.6842 50.1212,14.6897 50.1219,14.6962 50.1222,14.7028 50.1225)
566;4891;;27;13244;13988;1292;1027;LINESTRING(14.6728 50.1226,14.6917 50.1255)
567;4892;;27;17524;15681;1487;737;LINESTRING(14.6595 50.1204,14.6728 50.1226)
568;4895;;27;12356;11085;731;1724;LINESTRING(14.6963 50.1358,14.6965 50.1343,14.6986 50.1305)
569;4896;;29;8485;10434;203;721;LINESTRING(14.6989 50.1264,14.6994 50.1226,14.6993 50.1196,14.6973 50.1161)
570;4938;;22;7213;17412;101;869;LINESTRING(14.7001 50.0723,14.7035 50.0720)
571;4939;;22;4958;14342;125;948;LINESTRING(14.7035 50.0720,14.7116 50.0706,14.7209 50.0685,14.7228 50.0684)
572;4940;;22;5402;14492;153;977;LINESTRING(14.7228 50.0684,14.7294 50.0684,14.7330 50.0693)
573;4963;;29;8010;9030;135;644;LINESTRING(14.6990 50.1156,14.6973 50.1161)
574;4964;;29;6167;7677;108;621;LINESTRING(14.7077 50.1047,14.7120 50.1007,14.7121 50.1002,14.7123 50.0989,14.7132 50.0972,14.7142 50.0967,14.7156 50.0961,14.7171 50.0941)
575;4967;;27;7359;10959;178;900;LINESTRING(14.7330 50.0693,14.7357 50.0666)
576;4970;;29;1057;7234;6;816;LINESTRING(14.7109 50.0405,14.7156 50.0428)
577;4971;;27;729;7235;5;815;LINESTRING(14.7109 50.0405,14.7065 50.0395,14.7033 50.0393,14.7001 50.0399,14.6961 50.0401,14.6946 50.0394,14.6919 50.0392,14.6894 50.0385,14.6872 50.0377)
578;4972;;27;764;7420;6;830;LINESTRING(14.6774 50.0346,14.6786 50.0352,14.6828 50.0364,14.6859 50.0372)
579;4975;;27;15306;15350;463;1509;LINESTRING(14.6687 50.0129,14.6685 50.0104)
580;4976;I/2;24;19543;14381;1865;1987;LINESTRING(14.6579 50.0044,14.6616 50.0023)
581;4977;I/2;24;25079;23131;1641;1634;LINESTRING(14.6675 49.9993,14.6650 50.0001,14.6643 50.0006)
582;5014;;27;21694;23828;1229;2924;LINESTRING(14.6461 49.9921,14.6490 49.9955)
583;5015;;27;21425;23398;749;2392;LINESTRING(14.6490 49.9955,14.6498 49.9965,14.6506 49.9976,14.6518 49.9982,14.6532 49.9985,14.6551 49.9985,14.6577 49.9987)
584;5016;;29;24282;26569;991;3016;LINESTRING(14.6577 49.9987,14.6619 50.0009)
585;5018;;29;12332;10984;314;642;LINESTRING(14.6559 49.9742,14.6608 49.9717)
586;5567;;31;9978;10128;218;350;LINESTRING(14.6816 50.1082,14.6808 50.1065,14.6801 50.1054,14.6784 50.1043,14.6756 50.1020)
587;5570;;30;11614;11270;218;370;LINESTRING(14.6728 50.1226,14.6801 50.1127,14.6810 50.1118)
588;5625;;30;5930;6100;194;635;LINESTRING(14.4984 49.9795,14.5026 49.9803,14.5046 49.9805,14.5073 49.9808,14.5086 49.9809)
589;5626;;30;6980;4752;38;142;LINESTRING(14.5217 49.9874,14.5190 49.9868,14.5187 49.9867,14.5184 49.9864,14.5181 49.9862,14.5140 49.9861,14.5138 49.9860,14.5137 49.9857,14.5138 49.9852,14.5138 49.9849,14.5091 49.9826,14.5092 49.9814,14.5086 49.9809)
590;5627;;30;13838;14031;234;177;LINESTRING(14.5217 49.9874,14.5201 49.9914)
591;5635;;30;2604;2186;40;61;LINESTRING(14.6394 50.1239,14.6479 50.1273,14.6510 50.1285,14.6545 50.1294,14.6593 50.1309,14.6608 50.1328)
592;5683;;33;3714;2546;0;0;LINESTRING(14.7323 50.0722,14.7312 50.0731,14.7307 50.0737,14.7304 50.0739,14.7283 50.0732)
593;5684;;31;3933;2918;139;121;LINESTRING(14.7330 50.0693,14.7327 50.0708)
594;5685;;31;4319;2634;155;129;LINESTRING(14.7312 50.0469,14.7319 50.0465,14.7329 50.0458,14.7338 50.0456,14.7352 50.0457,14.7372 50.0451,14.7382 50.0449)
595;5686;;30;2711;1456;87;61;LINESTRING(14.7620 50.0362,14.7556 50.0388)
596;5704;;30;4771;7642;93;119;LINESTRING(14.5294 50.0005,14.5334 49.9995)
597;5707;;31;3058;5195;4;51;LINESTRING(14.5830 50.0036,14.5811 50.0036,14.5799 50.0036,14.5763 50.0027)
598;5709;;31;12056;9402;413;304;LINESTRING(14.5800 49.9820,14.5829 49.9828,14.5853 49.9837,14.5870 49.9855)
599;5711;;31;3481;2063;198;122;LINESTRING(14.5985 49.9699,14.5980 49.9700,14.5971 49.9701,14.5925 49.9712)
600;5871;;31;10023;7278;367;190;LINESTRING(14.5800 49.9820,14.5788 49.9818,14.5778 49.9817,14.5761 49.9826)
601;5982;;27;16060;19339;1264;2880;LINESTRING(14.6989 50.1264,14.7030 50.1270)
602;5984;;27;17683;14412;2042;2768;LINESTRING(14.7030 50.1270,14.7037 50.1237)
603;5997;;30;6101;5495;122;255;LINESTRING(14.6728 50.1226,14.6719 50.1246,14.6709 50.1260,14.6691 50.1270,14.6678 50.1280)
604;6013;;80;10847;13545;1012;2019;LINESTRING(14.5382 50.0828,14.5258 50.0831)
605;6035;JIZNI SPOJKA;51;52401;46864;3057;8891;LINESTRING(14.5220 50.0675,14.5196 50.0667)
606;6152;FORMANSKA;81;2642;2687;137;169;LINESTRING(14.5465 50.0087,14.5465 50.0105,14.5473 50.0118,14.5464 50.0127)
607;6153;;81;2441;4700;41;25;LINESTRING(14.6062 50.0141,14.6033 50.0121,14.6018 50.0094)
608;6155;;81;4249;3633;65;199;LINESTRING(14.6468 49.9987,14.6431 50.0012,14.6409 50.0033,14.6408 50.0039,14.6414 50.0052,14.6411 50.0058,14.6404 50.0061,14.6395 50.0062,14.6386 50.0060,14.6376 50.0061,14.6369 50.0066,14.6358 50.0086,14.6348 50.0096)
609;6156;;83;23;2176;0;23;LINESTRING(14.5920 50.0364,14.5922 50.0367,14.5922 50.0368,14.5920 50.0371,14.5915 50.0379,14.5903 50.0391)
610;12833;;81;1862;3089;378;393;LINESTRING(14.4558 50.0348,14.4552 50.0349,14.4535 50.0351,14.4529 50.0351,14.4521 50.0351,14.4519 50.0350)
611;12861;OPATOVSKA;72;14525;12290;507;179;LINESTRING(14.5334 50.0315,14.5358 50.0331)
612;12929;KOLBENOVA;75;21862;19697;1564;930;LINESTRING(14.5434 50.1087,14.5409 50.1089,14.5378 50.1092)
613;12930;;83;1851;1666;172;75;LINESTRING(14.5436 50.1078,14.5434 50.1087)
614;12931;;83;2583;2678;104;140;LINESTRING(14.5438 50.1066,14.5436 50.1078)
615;12956;DOLNOMECHOL.;81;4527;5392;106;59;LINESTRING(14.5904 50.0624,14.5840 50.0616,14.5827 50.0614,14.5820 50.0614,14.5815 50.0614,14.5809 50.0614,14.5804 50.0616,14.5797 50.0618,14.5788 50.0618,14.5783 50.0618,14.5771 50.0618,14.5766 50.0618,14.5761 50.0617,14.5747 50.0613,14.5739 50.0611,14.5734 50.0610,14.5728 50.0609,14.5722 50.0609,14.5712 50.0610,14.5698 50.0611,14.5695 50.0611)
616;12977;LIBUSSKA;75;17197;17861;581;415;LINESTRING(14.4572 50.0139,14.4597 50.0108)
617;13014;D1;11;88009;89770;5693;17015;LINESTRING(14.5676 50.0042,14.5692 50.0037,14.5836 49.9956,14.5881 49.9932)
618;13152;;27;18418;13391;1742;1371;LINESTRING(14.5403 49.9708,14.5320 49.9696)
619;13155;;27;7186;12098;87;1072;LINESTRING(14.5179 49.9655,14.5209 49.9636)
620;13221;;29;12332;10984;314;642;LINESTRING(14.6559 49.9742,14.6570 49.9781,14.6568 49.9794,14.6555 49.9817,14.6551 49.9835,14.6550 49.9863,14.6571 49.9916)
621;13325;;31;5789;9739;79;220;LINESTRING(14.6020 49.9953,14.5989 49.9943)
622;13326;;30;1033;672;37;9;LINESTRING(14.6018 50.0094,14.6019 50.0079,14.6024 50.0064,14.6036 50.0005,14.6039 49.9962)
623;13327;;30;4754;4063;570;629;LINESTRING(14.6468 49.9987,14.6480 49.9979,14.6485 49.9973,14.6490 49.9955)
624;13339;;31;3159;2593;71;37;LINESTRING(14.7020 50.0033,14.7031 50.0014,14.7050 49.9979)
625;13340;;27;8915;8941;239;875;LINESTRING(14.7357 50.0666,14.7367 50.0654,14.7357 50.0622,14.7355 50.0613)
626;13341;;30;711;943;5;6;LINESTRING(14.7019 50.0572,14.7052 50.0559,14.7066 50.0550,14.7073 50.0547,14.7101 50.0546,14.7118 50.0548,14.7282 50.0502,14.7287 50.0498,14.7285 50.0482,14.7289 50.0477)
627;13344;;82;897;2147;4;15;LINESTRING(14.6529 50.0183,14.6536 50.0188,14.6534 50.0194,14.6528 50.0202,14.6526 50.0209,14.6537 50.0216,14.6557 50.0222,14.6562 50.0235,14.6572 50.0246,14.6583 50.0258,14.6598 50.0271)
628;13345;;31;897;2147;4;15;LINESTRING(14.6598 50.0271,14.6614 50.0281,14.6629 50.0292,14.6640 50.0300,14.6653 50.0306)
629;13346;;30;603;1978;38;28;LINESTRING(14.6585 50.0376,14.6620 50.0371,14.6639 50.0366,14.6654 50.0360,14.6670 50.0352)
630;13347;;31;1127;1055;46;81;LINESTRING(14.7382 50.0449,14.7417 50.0451,14.7488 50.0466,14.7500 50.0472,14.7512 50.0482,14.7538 50.0491,14.7602 50.0520,14.7608 50.0534)
631;13368;;31;4469;4260;101;265;LINESTRING(14.6608 50.1328,14.6678 50.1280)
632;13559;;31;365;1217;38;17;LINESTRING(14.6719 50.0310,14.6728 50.0298,14.6737 50.0290,14.6758 50.0280,14.6832 50.0226)
633;13561;;30;3428;2640;71;31;LINESTRING(14.7020 50.0033,14.6989 50.0039,14.6973 50.0050,14.6943 50.0060,14.6938 50.0073,14.6915 50.0116,14.6901 50.0137)
634;13563;;29;1129;8038;44;819;LINESTRING(14.6719 50.0310,14.6688 50.0309)
635;13564;;31;4173;8905;97;646;LINESTRING(14.6688 50.0309,14.6678 50.0331)
636;13569;;31;4109;8089;61;183;LINESTRING(14.6020 49.9953,14.6047 49.9932)
637;13570;;30;13053;1211;340;1;LINESTRING(14.6295 49.9954,14.6333 49.9959,14.6341 49.9960,14.6358 49.9955,14.6371 49.9952,14.6386 49.9950,14.6400 49.9943,14.6430 49.9929,14.6461 49.9921)
638;13587;;31;1033;672;37;9;LINESTRING(14.6020 49.9953,14.6039 49.9962)
639;13588;;30;2074;3442;8;51;LINESTRING(14.5837 50.0021,14.5845 50.0016,14.5854 50.0009,14.5859 50.0003,14.5864 49.9995,14.5871 49.9989,14.5881 49.9985,14.5904 49.9980)
640;13589;;30;4109;8089;61;183;LINESTRING(14.6198 49.9877,14.6176 49.9878,14.6166 49.9879,14.6136 49.9889,14.6081 49.9915,14.6060 49.9923,14.6047 49.9932)
641;13645;;31;3237;2194;148;73;LINESTRING(14.7407 50.1092,14.7408 50.1084,14.7412 50.1078,14.7413 50.1063)
642;13647;;31;1944;1406;27;37;LINESTRING(14.7413 50.1063,14.7395 50.1055)
643;13648;;31;999;652;69;59;LINESTRING(14.7323 50.0722,14.7359 50.0724,14.7371 50.0731)
644;13651;;31;1413;875;81;38;LINESTRING(14.7720 50.0561,14.7608 50.0534)
645;13696;;27;1657;15947;9;1601;LINESTRING(14.7299 50.1307,14.7277 50.1305)
646;13726;;30;3429;2017;125;81;LINESTRING(14.7382 50.0449,14.7556 50.0388)
647;13749;;29;8061;12715;601;1749;LINESTRING(14.5148 49.9675,14.5127 49.9684)
648;13896;;31;3942;9246;81;629;LINESTRING(14.6670 50.0352,14.6678 50.0331)
649;13898;;29;12942;14809;259;661;LINESTRING(14.6594 49.9943,14.6575 49.9930,14.6574 49.9928,14.6574 49.9923,14.6571 49.9916)
650;13908;;30;5789;9739;79;220;LINESTRING(14.5989 49.9943,14.5981 49.9952,14.5974 49.9955,14.5915 49.9978,14.5904 49.9980)
651;13909;;31;5322;6657;131;231;LINESTRING(14.5511 50.0004,14.5523 50.0006,14.5541 50.0005,14.5550 50.0008,14.5560 50.0016,14.5566 50.0016,14.5573 50.0014,14.5581 50.0015,14.5589 50.0016,14.5604 50.0016,14.5614 50.0017)
652;13910;;31;2642;2687;137;169;LINESTRING(14.5465 50.0087,14.5464 50.0069)
653;13912;;31;2673;2391;590;74;LINESTRING(14.5888 49.9749,14.5900 49.9727,14.5913 49.9717,14.5925 49.9712)
654;13938;;33;3121;2707;0;0;LINESTRING(14.7242 50.0733,14.7283 50.0732)
655;13939;;29;6982;8071;108;621;LINESTRING(14.7077 50.1047,14.7072 50.1054,14.7061 50.1075,14.7028 50.1104,14.7025 50.1135)
656;13940;;31;11625;12570;260;449;LINESTRING(14.6816 50.1082,14.6810 50.1118)
657;13941;;29;13014;8760;481;862;LINESTRING(14.7312 50.0469,14.7331 50.0482)
658;13942;;29;764;7420;6;830;LINESTRING(14.6872 50.0377,14.6859 50.0372)
659;15214;;30;530;5478;7;23;LINESTRING(14.6451 50.0600,14.6675 50.0584)
660;15216;;33;3398;7321;43;560;LINESTRING(14.6707 50.0549,14.6698 50.0544,14.6668 50.0535,14.6659 50.0531)
661;15218;;30;5981;7522;104;316;LINESTRING(14.6667 50.0639,14.6675 50.0584)
662;15249;PRUMYSLOVA;63;49499;47828;3177;4498;LINESTRING(14.5379 50.0769,14.5376 50.0734)
663;15253;;99;1310;610;323;166;LINESTRING(14.5395 50.0729,14.5376 50.0734)
664;15255;STERB.SPOJKA;53;87048;82517;7190;17595;LINESTRING(14.5395 50.0729,14.5439 50.0743,14.5479 50.0761)
665;15256;STERB.SPOJKA;53;84422;79107;7345;17339;LINESTRING(14.5656 50.0779,14.5684 50.0775,14.5703 50.0772,14.5757 50.0769,14.5816 50.0767,14.5854 50.0763)
666;15257;;75;15394;8834;509;145;LINESTRING(14.5680 50.0783,14.5677 50.0781,14.5667 50.0774,14.5658 50.0767)
667;15258;NAROD.HRDINU;75;19308;12073;264;206;LINESTRING(14.5739 50.0824,14.5707 50.0811,14.5680 50.0783)
668;15259;STERB.SPOJKA;94;26318;79107;2418;17339;LINESTRING(14.5920 50.0780,14.5913 50.0772)
669;15260;STERB.SPOJKA;45;126875;71989;23971;16851;LINESTRING(14.5929 50.0808,14.5920 50.0780)
670;15263;;99;9486;5180;398;140;LINESTRING(14.5656 50.0779,14.5662 50.0781,14.5665 50.0782,14.5667 50.0784,14.5670 50.0786,14.5673 50.0786,14.5675 50.0785,14.5678 50.0784,14.5680 50.0783)
671;15264;;99;9330;3442;323;138;LINESTRING(14.5656 50.0779,14.5652 50.0776,14.5651 50.0773,14.5655 50.0770,14.5658 50.0767)
672;15296;I/2;24;20108;19700;1640;1632;LINESTRING(14.6763 49.9967,14.6675 49.9993)
673;15461;POD CHODOVEM;72;25221;22904;786;851;LINESTRING(14.4931 50.0351,14.4924 50.0346)
674;15646;;81;11725;10550;678;225;LINESTRING(14.5552 50.0725,14.5547 50.0733,14.5533 50.0769,14.5525 50.0786,14.5525 50.0799,14.5521 50.0814,14.5519 50.0824,14.5517 50.0826)
675;15685;;81;5846;4965;3;11;LINESTRING(14.5379 50.0769,14.5400 50.0768)
676;15734;OBCHODNI CCM;72;22289;14873;529;307;LINESTRING(14.5880 50.1059,14.5890 50.1037,14.5890 50.1034,14.5890 50.1033)
677;15758;J.BIBRDLIKA;81;2426;2089;36;88;LINESTRING(14.5590 50.0270,14.5584 50.0268,14.5581 50.0266,14.5578 50.0262,14.5575 50.0258,14.5567 50.0254,14.5561 50.0251,14.5553 50.0245,14.5548 50.0241,14.5541 50.0233,14.5535 50.0228,14.5530 50.0225,14.5527 50.0223,14.5519 50.0220,14.5510 50.0218,14.5497 50.0213,14.5492 50.0212,14.5485 50.0210,14.5483 50.0203,14.5480 50.0193,14.5478 50.0186,14.5477 50.0183,14.5478 50.0181,14.5479 50.0178,14.5480 50.0176,14.5480 50.0174)
678;15765;VIDENSKA;75;22277;25710;2267;1665;LINESTRING(14.4853 49.9981,14.4886 49.9935)
679;15821;NACHODSKA;74;22171;24224;1116;594;LINESTRING(14.5943 50.1123,14.5928 50.1119)
680;15824;NACHODSKA;75;11830;15681;705;737;LINESTRING(14.6373 50.1183,14.6445 50.1185,14.6457 50.1186)
681;15854;;83;30;62;0;20;LINESTRING(14.6177 49.9991,14.6196 50.0005,14.6200 50.0013,14.6205 50.0021,14.6231 50.0048,14.6250 50.0058,14.6263 50.0076,14.6267 50.0104,14.6288 50.0096,14.6295 50.0101)
682;15856;;81;4370;8150;115;49;LINESTRING(14.6020 50.0284,14.6022 50.0272,14.6025 50.0261,14.6026 50.0255,14.6028 50.0250,14.6032 50.0244,14.6037 50.0236)
683;15857;;81;182;44;18;12;LINESTRING(14.6045 50.0212,14.6013 50.0199)
684;16373;D1;11;97546;100297;5548;16992;LINESTRING(14.5624 50.0061,14.5676 50.0042)
685;16900;;32;17660;20209;420;360;LINESTRING(14.5671 50.0067,14.5637 50.0044)
686;16903;;33;9719;10703;169;269;LINESTRING(14.5614 50.0017,14.5613 50.0023,14.5625 50.0035,14.5631 50.0040,14.5637 50.0044)
687;16904;;93;13680;14772;293;374;LINESTRING(14.5624 50.0061,14.5632 50.0066,14.5654 50.0068,14.5671 50.0067)
688;16905;;93;16878;17008;437;393;LINESTRING(14.5637 50.0044,14.5649 50.0040,14.5658 50.0037,14.5664 50.0036,14.5669 50.0037,14.5676 50.0042)
689;16906;;32;11072;13480;296;353;LINESTRING(14.5681 50.0075,14.5671 50.0067)
690;16924;;29;3905;13533;61;1404;LINESTRING(14.6688 50.0309,14.6673 50.0309,14.6655 50.0307,14.6653 50.0306)
691;16925;;27;3008;11386;57;1390;LINESTRING(14.6653 50.0306,14.6668 50.0277,14.6686 50.0262,14.6706 50.0222,14.6696 50.0208,14.6695 50.0186)
692;16948;POD VISNOVK.;75;21595;16889;498;288;LINESTRING(14.4512 50.0281,14.4504 50.0296)
693;16956;;81;9236;5329;599;207;LINESTRING(14.5748 50.1098,14.5744 50.1110)
694;16957;;81;10655;3302;205;127;LINESTRING(14.5772 50.1100,14.5771 50.1112)
695;16958;;81;9251;3249;170;62;LINESTRING(14.5810 50.1104,14.5793 50.1102)
696;16959;;99;8230;13447;201;188;LINESTRING(14.5810 50.1104,14.5811 50.1099)
697;16985;;99;980;1221;88;94;LINESTRING(14.5261 50.0456,14.5262 50.0452,14.5258 50.0450,14.5248 50.0450)
698;16986;;99;879;1184;95;97;LINESTRING(14.5223 50.0464,14.5239 50.0469)
699;16993;CESKOBRODSKA;75;12320;23765;388;890;LINESTRING(14.6240 50.0801,14.6210 50.0804)
